system,sample_id,question_type,prediction,gold_answer,exact_match,f1_score,time_seconds
Published Self-RAG,214,bridge,I dont know,no,0.0,0.12236064591237952,4.185237458166536
Published Self-RAG,215,bridge,no,YG Entertainment,0.0,0.2539969328469508,3.666818754058113
Published Self-RAG,216,bridge,yes,1999,0.0,0.21377058441008848,3.820789491486266
Published Self-RAG,217,bridge,yes,Greenwich Village,0.0,0.13084924028123546,3.906570089878875
Published Self-RAG,218,bridge,Unknown,David Weissman,0.0,0.12135170874255607,3.370851137467382
Published Self-RAG,219,bridge,yes,no,0.0,0.20121710531957343,3.3340722526172852
Published Self-RAG,220,bridge,I dont know,Kansas Song,0.0,0.19124919308465008,4.232606152594219
Published Self-RAG,221,bridge,yes,Animorphs,0.0,0.19864759152183836,4.093494873407286
Published Self-RAG,222,bridge,no,yes,0.0,0.18640108398175048,3.9375859121568406
Published Self-RAG,223,bridge,yes,Chief of Protocol,0.0,0.2850831285940213,3.6307618368205374
Published Self-RAG,224,bridge,Not stated,Terry Richardson,0.0,0.24144859943274705,3.1999255025936275
Published Self-RAG,225,bridge,yes,yes,0.0,0.15632606580561775,3.6991274453260568
Published Self-RAG,226,bridge,Unknown,3677,0.0,0.10816508149890118,4.098139619283438
Published Self-RAG,227,bridge,Unknown,1986 to 2013,0.0,0.2654597086334486,3.9531198005785386
Published Self-RAG,228,bridge,Unknown,Eenasul Fateh,0.0,0.23321949921244656,4.168439439997821
Published Self-RAG,229,bridge,Unknown,no,0.0,0.23848026297941927,4.2591230569531975
Published Self-RAG,230,bridge,yes,YG Entertainment,0.0,0.11069814315329012,4.490537140375237
Published Self-RAG,231,bridge,no,1999,0.0,0.16042236394926523,4.022246665771556
Published Self-RAG,232,bridge,I dont know,Greenwich Village,0.0,0.10913644666402281,3.3531338525507057
Published Self-RAG,233,bridge,Not stated,David Weissman,0.0,0.2208634988562416,4.440775609190888
Published Self-RAG,234,bridge,I dont know,no,0.0,0.20567128680967212,3.8512118748589357
Published Self-RAG,235,bridge,Not stated,Kansas Song,0.0,0.17218087976370416,4.0760960291837085
Published Self-RAG,236,bridge,Unknown,Animorphs,0.0,0.20211136748626493,4.523032771611522
Published Self-RAG,237,bridge,Unknown,yes,0.0,0.1971102148971361,3.7015160370735285
Published Self-RAG,238,bridge,yes,Chief of Protocol,0.0,0.11583569233580841,4.154119093039628
Published Self-RAG,239,bridge,Not stated,Terry Richardson,0.0,0.26655854745911506,3.774656065508443
Published Self-RAG,240,bridge,no,yes,0.0,0.24016798333151984,3.7272818986302387
Published Self-RAG,241,bridge,no,3677,0.0,0.1820139883332773,3.597560228007344
Published Self-RAG,242,bridge,Unknown,1986 to 2013,0.0,0.1787627142353827,3.736634533328607
Published Self-RAG,243,bridge,yes,Eenasul Fateh,0.0,0.17574603685139067,3.4617472379692704
Published Self-RAG,244,bridge,I dont know,no,0.0,0.15850966999942662,4.380710806572679
Published Self-RAG,245,bridge,I dont know,YG Entertainment,0.0,0.2290215726120618,3.3887829247513546
Published Self-RAG,246,bridge,Unknown,1999,0.0,0.286718503523825,4.067464308061047
Published Self-RAG,247,bridge,yes,Greenwich Village,0.0,0.10942666162732956,3.9241498137115527
Published Self-RAG,248,bridge,yes,David Weissman,0.0,0.1146460203407355,3.8058011342277607
Published Self-RAG,249,bridge,I dont know,no,0.0,0.2449177938383758,4.123893073094216
Published Self-RAG,250,bridge,Not stated,Kansas Song,0.0,0.2583538570554785,3.686852522421259
Published Self-RAG,251,bridge,Not stated,Animorphs,0.0,0.10799619559416933,4.132139196501372
Published Self-RAG,252,bridge,yes,yes,0.0,0.20833667631394565,3.5673201710411506
Published Self-RAG,253,bridge,Unknown,Chief of Protocol,0.0,0.17816172658443166,3.853381707135787
Published Self-RAG,254,bridge,yes,Terry Richardson,0.0,0.269618429773813,3.0396714402981795
Published Self-RAG,255,bridge,Not stated,yes,0.0,0.28967972506229495,3.82770551629739
Published Self-RAG,256,bridge,yes,3677,0.0,0.15848977981753082,4.726678301750522
Published Self-RAG,257,bridge,no,1986 to 2013,0.0,0.211583703677971,4.345909154068165
Published Self-RAG,258,bridge,Unknown,Eenasul Fateh,0.0,0.12694603517165232,4.131435241312411
Published Self-RAG,259,bridge,yes,no,0.0,0.14084897382151312,4.691261534588904
Published Self-RAG,260,bridge,Not stated,YG Entertainment,0.0,0.16602279884423826,4.0421518892130335
Published Self-RAG,261,bridge,I dont know,1999,0.0,0.16951221012307005,4.168802643733924
Published Self-RAG,262,bridge,Unknown,Greenwich Village,0.0,0.21082000086629255,4.2819166793457875
Published Self-RAG,263,bridge,Not stated,David Weissman,0.0,0.26503103226567165,3.981539189301761
Published Self-RAG,264,bridge,Not stated,no,0.0,0.21871465610709298,4.123100718065297
Published Self-RAG,265,bridge,I dont know,Kansas Song,0.0,0.10125076629071669,3.732502294489911
Published Self-RAG,266,bridge,I dont know,Animorphs,0.0,0.10179063621225368,4.136305933582967
Published Self-RAG,267,bridge,I dont know,yes,0.0,0.23653975457312093,3.8420841854200547
Published Self-RAG,268,bridge,I dont know,Chief of Protocol,0.0,0.2803075042066346,4.084667527405312
Published Self-RAG,269,bridge,no,Terry Richardson,0.0,0.09722115788073175,3.8658956704011644
Published Self-RAG,270,bridge,Unknown,yes,0.0,0.20926421895227526,3.467468036496296
Published Self-RAG,271,bridge,yes,3677,0.0,0.10991708424966731,4.218173575805168
Published Self-RAG,272,bridge,Not stated,1986 to 2013,0.0,0.11435153661088908,3.882539613188901
Published Self-RAG,273,bridge,Unknown,Eenasul Fateh,0.0,0.1390265760067022,3.3140960233335837
Published Self-RAG,274,bridge,no,no,0.0,0.1867291581346035,4.192324222543306
Published Self-RAG,275,bridge,I dont know,YG Entertainment,0.0,0.1700106184954008,4.24607606169804
Published Self-RAG,276,bridge,Not stated,1999,0.0,0.2513671239933482,4.0040908043778085
Published Self-RAG,277,bridge,yes,Greenwich Village,0.0,0.21524475444101848,3.4366298663166654
Published Self-RAG,278,bridge,Not stated,David Weissman,0.0,0.1271159806808977,3.834640662255591
Published Self-RAG,279,bridge,yes,no,0.0,0.10595249848659144,4.494245119268721
Published Self-RAG,280,bridge,Unknown,Kansas Song,0.0,0.1504205687092438,3.3184694982286342
Published Self-RAG,281,bridge,Unknown,Animorphs,0.0,0.19313234097819926,4.11532831597362
Published Self-RAG,282,bridge,no,yes,0.0,0.17883674757654494,3.9075952136447336
Published Self-RAG,283,bridge,yes,Chief of Protocol,0.0,0.24698862873367416,4.001164134525623
Published Self-RAG,284,bridge,yes,Terry Richardson,0.0,0.1650345710961724,4.03461040598062
Published Self-RAG,285,bridge,Not stated,yes,0.0,0.1526492940160899,3.6289712400158147
Published Self-RAG,286,bridge,I dont know,3677,0.0,0.1933265506728502,4.199565490746414
Published Self-RAG,287,bridge,Unknown,1986 to 2013,0.0,0.10508347252088551,4.137445375371831
Published Self-RAG,288,bridge,yes,Eenasul Fateh,0.0,0.2928891316642239,4.049469155281541
Published Self-RAG,289,bridge,I dont know,no,0.0,0.09753741717997659,3.902880704571709
Published Self-RAG,290,bridge,no,YG Entertainment,0.0,0.2850648174453288,3.9551091262353384
Published Self-RAG,291,bridge,I dont know,1999,0.0,0.2488321791522496,4.155921147433906
Published Self-RAG,292,bridge,yes,Greenwich Village,0.0,0.16162447118756823,3.555043480214892
Published Self-RAG,293,bridge,Unknown,David Weissman,0.0,0.19547706572266538,3.690368643279833
Published Self-RAG,294,bridge,Unknown,no,0.0,0.13113896037516848,3.3488886266207176
Published Self-RAG,295,bridge,no,Kansas Song,0.0,0.2025164695734848,3.9341838331015597
Published Self-RAG,296,bridge,I dont know,Animorphs,0.0,0.19605246931124265,4.250565893668263
Published Self-RAG,297,bridge,yes,yes,0.0,0.11041509931843158,3.4965791997248665
Published Self-RAG,298,bridge,Unknown,Chief of Protocol,0.0,0.18324391910246246,4.064068507284282
Published Self-RAG,299,bridge,I dont know,Terry Richardson,0.0,0.2802324869004825,4.246334614031911
Published Self-RAG,300,bridge,Not stated,yes,0.0,0.21115183214736624,3.7226516650311248
Published Self-RAG,301,bridge,Unknown,3677,0.0,0.1768845769010469,4.76695970971703
Published Self-RAG,302,bridge,Unknown,1986 to 2013,0.0,0.15390304111715164,3.4550407792017515
Published Self-RAG,303,bridge,I dont know,Eenasul Fateh,0.0,0.10017131180494979,3.7825116059869552
Published Self-RAG,304,bridge,Not stated,no,0.0,0.1303746361156138,3.9620214211029157
Published Self-RAG,305,bridge,I dont know,YG Entertainment,0.0,0.18801938037876176,4.537138390086262
Published Self-RAG,306,bridge,yes,1999,0.0,0.11362597625957696,4.980228292396195
Published Self-RAG,307,bridge,Not stated,Greenwich Village,0.0,0.14466329496454675,4.081081991811547
Published Self-RAG,308,bridge,yes,David Weissman,0.0,0.17608996326321746,3.443428142012833
Published Self-RAG,309,bridge,I dont know,no,0.0,0.1751533393718666,3.3118448908066456
Published Self-RAG,310,bridge,no,Kansas Song,0.0,0.24516096529292059,3.8107320340951665
Published Self-RAG,311,bridge,no,Animorphs,0.0,0.1626137244986264,4.224241931809793
Published Self-RAG,312,bridge,yes,yes,0.0,0.11127587549460424,4.165458708233672
Published Self-RAG,313,bridge,no,Chief of Protocol,0.0,0.20212096415452968,3.6702978573986953
Published Self-RAG,314,bridge,I dont know,Terry Richardson,0.0,0.27718454631601014,3.6911955804231447
Published Self-RAG,315,bridge,no,yes,0.0,0.1662199469914721,4.332228181446254
Published Self-RAG,316,bridge,no,3677,0.0,0.14325376978934487,4.308568054087789
Published Self-RAG,317,bridge,no,1986 to 2013,0.0,0.147193644400346,3.335692974395084
Published Self-RAG,318,bridge,yes,Eenasul Fateh,0.0,0.2164797970546332,3.3881057729402677
Published Self-RAG,319,bridge,Unknown,no,0.0,0.13142922578944585,3.2838615227759687
Published Self-RAG,320,bridge,Not stated,YG Entertainment,0.0,0.18879061370260392,3.6031837123827333
Published Self-RAG,321,bridge,Unknown,1999,0.0,0.2479754299215497,4.473233241269434
Published Self-RAG,322,bridge,Not stated,Greenwich Village,0.0,0.23222669566296678,3.617014849291691
Published Self-RAG,323,bridge,Not stated,David Weissman,0.0,0.22459836613431322,3.2739788569316097
Published Self-RAG,324,bridge,I dont know,no,0.0,0.16064164832867217,3.880635810952734
Published Self-RAG,325,bridge,yes,Kansas Song,0.0,0.1261914802786154,3.7696626770801207
Published Self-RAG,326,bridge,I dont know,Animorphs,0.0,0.18978421670527468,3.750939499762151
Published Self-RAG,327,bridge,Not stated,yes,0.0,0.2552659358302857,3.5577962809222123
Published Self-RAG,328,bridge,Not stated,Chief of Protocol,0.0,0.10723442404261563,3.5400383553032544
Published Self-RAG,329,bridge,Unknown,Terry Richardson,0.0,0.11083813123465755,3.268634133385678
Published Self-RAG,330,bridge,yes,yes,0.0,0.18638277274013648,3.9359631516033176
Published Self-RAG,331,bridge,I dont know,3677,0.0,0.16974751989796258,3.9263815041133325
Published Self-RAG,332,bridge,yes,1986 to 2013,0.0,0.11134620023469102,4.033101547832504
Published Self-RAG,333,bridge,Not stated,Eenasul Fateh,0.0,0.21900167768311474,3.9486256831922972
Published Self-RAG,334,bridge,Not stated,no,0.0,0.172896495316493,3.652674367401078
Published Self-RAG,335,bridge,yes,YG Entertainment,0.0,0.20686327426766082,3.444273334284727
Published Self-RAG,336,bridge,Not stated,1999,0.0,0.18594674073018128,3.7231466194160756
Published Self-RAG,337,bridge,I dont know,Greenwich Village,0.0,0.22636749092972197,3.080427770858419
Published Self-RAG,338,bridge,Not stated,David Weissman,0.0,0.21700116681401288,3.9145144907333815
Published Self-RAG,339,bridge,yes,no,0.0,0.12617221533912773,3.2216742692648292
Published Self-RAG,340,bridge,I dont know,Kansas Song,0.0,0.1861046218030183,3.8321894313524583
Published Self-RAG,341,bridge,yes,Animorphs,0.0,0.2924771162186795,3.776757274900912
Published Self-RAG,342,bridge,no,yes,0.0,0.1969098003001915,3.661778844168179
Published Self-RAG,343,bridge,Unknown,Chief of Protocol,0.0,0.10382842524013478,3.4279551749256023
Published Self-RAG,344,bridge,Not stated,Terry Richardson,0.0,0.29419720452937753,4.840218197235563
Published Self-RAG,345,bridge,no,yes,0.0,0.20054960705310915,3.624230167677822
Published Self-RAG,346,bridge,I dont know,3677,0.0,0.1687795919371426,4.174284470900353
Published Self-RAG,347,bridge,I dont know,1986 to 2013,0.0,0.1734833119046232,3.3376785244375933
Published Self-RAG,348,bridge,yes,Eenasul Fateh,0.0,0.23177954411191626,3.8896005525039485
Published Self-RAG,349,bridge,I dont know,no,0.0,0.25384538631273296,3.9422565945220143
Published Self-RAG,350,bridge,yes,YG Entertainment,0.0,0.10918237085594351,3.392710382631752
Published Self-RAG,351,bridge,Unknown,1999,0.0,0.20759264248368048,3.5221571077849623
Published Self-RAG,352,bridge,Not stated,Greenwich Village,0.0,0.15282939477562277,3.770965652493943
Published Self-RAG,353,bridge,I dont know,David Weissman,0.0,0.2706559324121078,3.555788087144429
Published Self-RAG,354,bridge,no,no,0.0,0.1123003974895768,3.7027558268973233
Published Self-RAG,355,bridge,I dont know,Kansas Song,0.0,0.2793492910114241,3.8630525486177
Published Self-RAG,356,bridge,Unknown,Animorphs,0.0,0.28953930153854895,3.7816255420178857
Published Self-RAG,357,bridge,yes,yes,0.0,0.12179033165431205,3.5530878846735234
Published Self-RAG,358,bridge,Unknown,Chief of Protocol,0.0,0.1579163774831922,3.891217119402034
Published Self-RAG,359,bridge,I dont know,Terry Richardson,0.0,0.2246986526722639,3.8280391507616174
Published Self-RAG,360,bridge,Not stated,yes,0.0,0.2586369567629602,3.618251389854957
Published Self-RAG,361,bridge,Unknown,3677,0.0,0.11469059301320436,4.1409313479165615
Published Self-RAG,362,bridge,yes,1986 to 2013,0.0,0.19769769728456155,3.973186598590888
Published Self-RAG,363,bridge,no,Eenasul Fateh,0.0,0.16851953379640888,4.5062679559194905
Published Self-RAG,364,bridge,I dont know,no,0.0,0.2862338627192269,3.6079680925462907
Published Self-RAG,365,comparison,Kansas Song,Kansas Song,1.0,1.0,3.8359128598779715
Published Self-RAG,366,comparison,no,no,1.0,1.0,3.092579850272992
Published Self-RAG,367,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.724230799709018
Published Self-RAG,368,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.706253156373813
Published Self-RAG,369,comparison,3677,3677,1.0,1.0,3.779429226832414
Published Self-RAG,370,comparison,Kansas Song,Kansas Song,1.0,1.0,4.6045373430767
Published Self-RAG,371,comparison,no,no,1.0,1.0,2.9320418863174877
Published Self-RAG,372,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5760870552777737
Published Self-RAG,373,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.704177462907809
Published Self-RAG,374,comparison,3677,3677,1.0,1.0,3.8005096770979967
Published Self-RAG,375,comparison,Kansas Song,Kansas Song,1.0,1.0,4.120709878754702
Published Self-RAG,376,comparison,no,no,1.0,1.0,3.663807401271157
Published Self-RAG,377,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.7625641870043434
Published Self-RAG,378,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.095478237709015
Published Self-RAG,379,comparison,3677,3677,1.0,1.0,4.044263998573795
Published Self-RAG,380,comparison,Kansas Song,Kansas Song,1.0,1.0,3.5628122813068934
Published Self-RAG,381,comparison,no,no,1.0,1.0,3.5203058204617363
Published Self-RAG,382,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.780988355237589
Published Self-RAG,383,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.35647069201194
Published Self-RAG,384,comparison,3677,3677,1.0,1.0,3.4435787964275404
Published Self-RAG,385,comparison,Kansas Song,Kansas Song,1.0,1.0,4.5003377394558965
Published Self-RAG,386,comparison,no,no,1.0,1.0,3.709382223666409
Published Self-RAG,387,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.660596591625249
Published Self-RAG,388,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.7835377832980286
Published Self-RAG,389,comparison,3677,3677,1.0,1.0,3.8790969034779645
Published Self-RAG,390,comparison,Kansas Song,Kansas Song,1.0,1.0,3.44747114801549
Published Self-RAG,391,comparison,no,no,1.0,1.0,3.8621242514708682
Published Self-RAG,392,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.955150597203053
Published Self-RAG,393,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.717535376668873
Published Self-RAG,394,comparison,3677,3677,1.0,1.0,3.59276492639381
Published Self-RAG,395,comparison,Kansas Song,Kansas Song,1.0,1.0,4.581603343359721
Published Self-RAG,396,comparison,no,no,1.0,1.0,4.2994912818497815
Published Self-RAG,397,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,4.306666007506285
Published Self-RAG,398,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.5597630862289797
Published Self-RAG,399,comparison,3677,3677,1.0,1.0,4.007633834297267
Published Self-RAG,400,comparison,Kansas Song,Kansas Song,1.0,1.0,3.777542061072464
Published Self-RAG,401,comparison,no,no,1.0,1.0,4.0112225846490865
Published Self-RAG,402,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,4.195987626730582
Published Self-RAG,403,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.249863336645395
Published Self-RAG,404,comparison,3677,3677,1.0,1.0,3.785171804847952
Published Self-RAG,405,comparison,Kansas Song,Kansas Song,1.0,1.0,3.726651752116834
Published Self-RAG,406,comparison,no,no,1.0,1.0,4.510624437986087
Published Self-RAG,407,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5378058345629038
Published Self-RAG,408,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.9082901734614173
Published Self-RAG,409,comparison,3677,3677,1.0,1.0,4.652614474673941
Published Self-RAG,410,comparison,Kansas Song,Kansas Song,1.0,1.0,4.152766391618389
Published Self-RAG,411,comparison,no,no,1.0,1.0,4.142794856039895
Published Self-RAG,412,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,4.4074016211062785
Published Self-RAG,413,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.7995935650264414
Published Self-RAG,414,comparison,3677,3677,1.0,1.0,4.2389557159318665
Published Self-RAG,415,comparison,Kansas Song,Kansas Song,1.0,1.0,3.8289103312695523
Published Self-RAG,416,comparison,no,no,1.0,1.0,3.6622611329323393
Published Self-RAG,417,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.1838488487635273
Published Self-RAG,418,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.603171009813512
Published Self-RAG,419,comparison,3677,3677,1.0,1.0,3.9191545749632906
Published Self-RAG,420,comparison,Kansas Song,Kansas Song,1.0,1.0,3.483794017400637
Published Self-RAG,421,comparison,no,no,1.0,1.0,3.632784470753713
Published Self-RAG,422,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.3617673300845046
Published Self-RAG,423,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.977684351843419
Published Self-RAG,424,comparison,3677,3677,1.0,1.0,3.6960385038079133
Published Self-RAG,425,comparison,Kansas Song,Kansas Song,1.0,1.0,3.840184760494698
Published Self-RAG,426,comparison,no,no,1.0,1.0,3.7178657181654304
Published Self-RAG,427,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5522195000471295
Published Self-RAG,428,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.179843907266126
Published Self-RAG,429,comparison,3677,3677,1.0,1.0,4.023440853654543
Published Self-RAG,430,comparison,Kansas Song,Kansas Song,1.0,1.0,3.6829587167530122
Published Self-RAG,431,comparison,no,no,1.0,1.0,3.6775348846967595
Published Self-RAG,432,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.902305878271438
Published Self-RAG,433,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.243793966547044
Published Self-RAG,434,comparison,3677,3677,1.0,1.0,4.073048502506358
Published Self-RAG,435,comparison,Kansas Song,Kansas Song,1.0,1.0,3.9802676151453444
Published Self-RAG,436,comparison,no,no,1.0,1.0,3.1689156330603314
Published Self-RAG,437,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.8431104338517854
Published Self-RAG,438,comparison,Greenwich Village,Greenwich Village,1.0,1.0,4.38552435783054
Published Self-RAG,439,comparison,3677,3677,1.0,1.0,4.069612151743907
Published Self-RAG,440,comparison,Unknown,Kansas Song,0.0,0.25353365350686935,3.8613307777958576
Published Self-RAG,441,comparison,no,no,0.0,0.10240104673287724,3.8912750653854515
Published Self-RAG,442,comparison,I dont know,Chief of Protocol,0.0,0.09498903458888094,3.9289540056053327
Published Self-RAG,443,comparison,yes,Greenwich Village,0.0,0.23288567773717667,4.118570983580591
Published Self-RAG,444,comparison,Not stated,3677,0.0,0.16553794254492926,4.024046117729974
Published Self-RAG,445,comparison,Not stated,Kansas Song,0.0,0.23102396532691122,3.3754719801801922
Published Self-RAG,446,comparison,I dont know,no,0.0,0.07154949847151224,3.7968383011553297
Published Self-RAG,447,comparison,Not stated,Chief of Protocol,0.0,0.23927855450854835,3.1773196582183765
Published Self-RAG,448,comparison,Unknown,Greenwich Village,0.0,0.0902098082859016,3.9645228904503593
Published Self-RAG,449,comparison,no,3677,0.0,0.0948505522642243,5.042845282117434
Published Self-RAG,450,comparison,Not stated,Kansas Song,0.0,0.23026901133782512,3.9636645413906324
Published Self-RAG,451,comparison,no,no,0.0,0.2258087439278602,4.303216210825971
Published Self-RAG,452,comparison,yes,Chief of Protocol,0.0,0.20823659956108542,4.890665612295957
Published Self-RAG,453,comparison,no,Greenwich Village,0.0,0.1461717222993067,3.9343011076045507
Published Self-RAG,454,comparison,Not stated,3677,0.0,0.25791772068172497,3.536318938912934
Published Self-RAG,455,comparison,Unknown,Kansas Song,0.0,0.12098558651267163,3.8629818361369055
Published Self-RAG,456,comparison,no,no,0.0,0.11080058886708488,3.620195507878191
Published Self-RAG,457,comparison,Unknown,Chief of Protocol,0.0,0.1258935793125579,3.9118269317711274
Published Self-RAG,458,comparison,no,Greenwich Village,0.0,0.24479486762749164,3.425274013225259
Published Self-RAG,459,comparison,Not stated,3677,0.0,0.13756819164500655,3.1167002430157966
Published Self-RAG,460,comparison,Unknown,Kansas Song,0.0,0.2608879587063155,3.9879626367642613
Published Self-RAG,461,comparison,Unknown,no,0.0,0.21788771039511518,4.12758382686867
Published Self-RAG,462,comparison,Unknown,Chief of Protocol,0.0,0.16458133829751578,3.495241355979865
Published Self-RAG,463,comparison,no,Greenwich Village,0.0,0.25725363064118945,4.085747902390967
Published Self-RAG,464,comparison,no,3677,0.0,0.22425184483030952,2.9939239453441795
Published Self-RAG,465,comparison,yes,Kansas Song,0.0,0.23860038401186945,4.328711231917057
Published Self-RAG,466,comparison,I dont know,no,0.0,0.1922358072408894,3.6318185333988047
Published Self-RAG,467,comparison,yes,Chief of Protocol,0.0,0.17490814908488622,3.5984167851459494
Published Self-RAG,468,comparison,Not stated,Greenwich Village,0.0,0.20628019542380016,3.9887419556233716
Published Self-RAG,469,comparison,I dont know,3677,0.0,0.23423320961695576,3.2271467636810955
Published Self-RAG,470,comparison,no,Kansas Song,0.0,0.080775025074358,2.924587588576296
Published Self-RAG,471,comparison,Not stated,no,0.0,0.11855825991827132,3.28067080731918
Published Self-RAG,472,comparison,Unknown,Chief of Protocol,0.0,0.09346973119832085,2.9775699437525263
Published Self-RAG,473,comparison,no,Greenwich Village,0.0,0.08234271393181866,3.311354805148977
Published Self-RAG,474,comparison,I dont know,3677,0.0,0.22734065117110008,3.2451063448196154
Published Self-RAG,475,comparison,Unknown,Kansas Song,0.0,0.250094385425255,3.8229651608157176
Published Self-RAG,476,comparison,Not stated,no,0.0,0.07465137743421488,3.5059077826527703
Published Self-RAG,477,comparison,Unknown,Chief of Protocol,0.0,0.138792297535804,4.4934688165434284
Published Self-RAG,478,comparison,I dont know,Greenwich Village,0.0,0.26290507024765825,4.334183336698354
Published Self-RAG,479,comparison,I dont know,3677,0.0,0.10890775172142317,4.157172520032123
Published Self-RAG,480,comparison,I dont know,Kansas Song,0.0,0.25016518094999063,4.332129209853306
Published Self-RAG,481,comparison,no,no,0.0,0.22227612749643522,3.1753348183707164
Published Self-RAG,482,comparison,Unknown,Chief of Protocol,0.0,0.07166063822340873,4.304681113542684
Published Self-RAG,483,comparison,no,Greenwich Village,0.0,0.20321439771519673,3.8896231953514464
Published Self-RAG,484,comparison,Unknown,3677,0.0,0.21576823095312142,4.322408319863816
Published Self-RAG,485,comparison,yes,Kansas Song,0.0,0.15372029479644933,3.341461833179733
Published Self-RAG,486,comparison,yes,no,0.0,0.24517149782065417,4.03976032916297
Published Self-RAG,487,comparison,no,Chief of Protocol,0.0,0.11518478568740893,3.208296088386159
Published Self-RAG,488,comparison,Not stated,Greenwich Village,0.0,0.1737608490887671,3.57411920695672
Published Self-RAG,489,comparison,yes,3677,0.0,0.16955430117734485,3.802592472389377
Published Self-RAG,490,comparison,no,Kansas Song,0.0,0.2192345265270793,3.5371698785030357
Published Self-RAG,491,comparison,yes,no,0.0,0.12423023891724398,4.376710549938111
Published Self-RAG,492,comparison,Not stated,Chief of Protocol,0.0,0.11168790069196452,3.9801128883458348
Published Self-RAG,493,comparison,yes,Greenwich Village,0.0,0.15542272332728974,4.114055260164242
Published Self-RAG,494,comparison,Unknown,3677,0.0,0.23133754412106705,4.486524210313735
Published Self-RAG,495,comparison,yes,Kansas Song,0.0,0.1833478085637894,3.4656002716424634
Published Self-RAG,496,comparison,Not stated,no,0.0,0.19039098840262847,4.462305373900851
Published Self-RAG,497,comparison,no,Chief of Protocol,0.0,0.11238762688419865,4.017452299771641
Published Self-RAG,498,comparison,yes,Greenwich Village,0.0,0.12225439755505156,3.4656518915129437
Published Self-RAG,499,comparison,no,3677,0.0,0.18696191655519012,4.2937695197557515
Agentic Self-RAG,0,bridge,yes,yes,1.0,1.0,3.74097174818387
Agentic Self-RAG,1,bridge,3677,3677,1.0,1.0,4.119842719190589
Agentic Self-RAG,2,bridge,1986 to 2013,1986 to 2013,1.0,1.0,4.689968563374462
Agentic Self-RAG,3,bridge,Eenasul Fateh,Eenasul Fateh,1.0,1.0,4.294035986147572
Agentic Self-RAG,4,bridge,no,no,1.0,1.0,5.127174675250489
Agentic Self-RAG,5,bridge,YG Entertainment,YG Entertainment,1.0,1.0,4.31501884823656
Agentic Self-RAG,6,bridge,1999,1999,1.0,1.0,4.076222663618676
Agentic Self-RAG,7,bridge,Greenwich Village,Greenwich Village,1.0,1.0,3.382500969688391
Agentic Self-RAG,8,bridge,David Weissman,David Weissman,1.0,1.0,4.4215523720704315
Agentic Self-RAG,9,bridge,no,no,1.0,1.0,4.573130807022987
Agentic Self-RAG,10,bridge,Kansas Song,Kansas Song,1.0,1.0,4.6116698280079405
Agentic Self-RAG,11,bridge,Animorphs,Animorphs,1.0,1.0,4.256129635212778
Agentic Self-RAG,12,bridge,yes,yes,1.0,1.0,3.6437489022651883
Agentic Self-RAG,13,bridge,Chief of Protocol,Chief of Protocol,1.0,1.0,4.05712157669001
Agentic Self-RAG,14,bridge,Terry Richardson,Terry Richardson,1.0,1.0,4.241368539001071
Agentic Self-RAG,15,bridge,yes,yes,1.0,1.0,4.2307671577996295
Agentic Self-RAG,16,bridge,3677,3677,1.0,1.0,4.285809906870008
Agentic Self-RAG,17,bridge,1986 to 2013,1986 to 2013,1.0,1.0,4.575085900800478
Agentic Self-RAG,18,bridge,Eenasul Fateh,Eenasul Fateh,1.0,1.0,4.287872612105799
Agentic Self-RAG,19,bridge,no,no,1.0,1.0,3.6718135432742214
Agentic Self-RAG,20,bridge,YG Entertainment,YG Entertainment,1.0,1.0,4.861977143205119
Agentic Self-RAG,21,bridge,1999,1999,1.0,1.0,4.169957996317978
