sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
188,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.17982535068294458,3.7591721362148323
189,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.2730827567799159,3.273555806606222
190,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.26273861665926435,3.3610505400033577
191,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.17762317713954012,3.46714501910708
192,Published Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.10254325737100939,4.2463240438678005
193,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.13945393693951233,4.098551269187064
194,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2861110339702854,3.8406703589601685
195,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,I dont know,0.0,0.11587092492122608,3.9574472854628966
196,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.204893172296429,4.910758831332162
197,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,I dont know,0.0,0.10811001783332178,3.0452333839415346
198,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.13396171243221594,3.805863278330039
199,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.28580215765242756,4.037181144751346
200,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.1143346847635042,4.045202804772113
201,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.22434089344664354,3.748842502140696
202,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.29021866241299726,4.3995125652513485
203,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.25335891809092337,4.103888727828741
204,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.29376418078828437,4.358359393766777
205,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.1370411150285753,3.7890523909662797
206,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.1374314740693317,3.825880434483099
207,Published Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.25861059622421184,4.205550817178237
208,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.1617119106864461,4.076324516933028
209,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.25372875085552193,3.6696289963562787
210,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.09656711029600329,3.539544882289551
211,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.2935054608732345,4.299052660082662
212,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.1461308393456248,3.6336907917495957
213,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.11798526957788713,4.054445046534271
214,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.12236064591237952,4.185237458166536
215,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.2539969328469508,3.666818754058113
216,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.21377058441008848,3.820789491486266
217,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.13084924028123546,3.906570089878875
218,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Unknown,0.0,0.12135170874255607,3.370851137467382
219,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.20121710531957343,3.3340722526172852
220,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.19124919308465008,4.232606152594219
221,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.19864759152183836,4.093494873407286
222,Published Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.18640108398175048,3.9375859121568406
223,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.2850831285940213,3.6307618368205374
224,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.24144859943274705,3.1999255025936275
225,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.15632606580561775,3.6991274453260568
226,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.10816508149890118,4.098139619283438
227,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.2654597086334486,3.9531198005785386
228,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.23321949921244656,4.168439439997821
229,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.23848026297941927,4.2591230569531975
230,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.11069814315329012,4.490537140375237
231,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.16042236394926523,4.022246665771556
232,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.10913644666402281,3.3531338525507057
233,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.2208634988562416,4.440775609190888
234,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.20567128680967212,3.8512118748589357
235,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.17218087976370416,4.0760960291837085
236,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.20211136748626493,4.523032771611522
237,Published Self-RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.1971102148971361,3.7015160370735285
238,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.11583569233580841,4.154119093039628
239,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.26655854745911506,3.774656065508443
240,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.24016798333151984,3.7272818986302387
241,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.1820139883332773,3.597560228007344
242,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.1787627142353827,3.736634533328607
243,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.17574603685139067,3.4617472379692704
244,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.15850966999942662,4.380710806572679
245,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.2290215726120618,3.3887829247513546
246,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.286718503523825,4.067464308061047
247,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.10942666162732956,3.9241498137115527
248,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.1146460203407355,3.8058011342277607
249,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.2449177938383758,4.123893073094216
250,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.2583538570554785,3.686852522421259
251,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.10799619559416933,4.132139196501372
252,Published Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.20833667631394565,3.5673201710411506
253,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.17816172658443166,3.853381707135787
254,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.269618429773813,3.0396714402981795
255,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.28967972506229495,3.82770551629739
256,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.15848977981753082,4.726678301750522
257,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.211583703677971,4.345909154068165
258,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.12694603517165232,4.131435241312411
259,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.14084897382151312,4.691261534588904
260,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.16602279884423826,4.0421518892130335
261,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.16951221012307005,4.168802643733924
262,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.21082000086629255,4.2819166793457875
263,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.26503103226567165,3.981539189301761
264,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.21871465610709298,4.123100718065297
265,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.10125076629071669,3.732502294489911
266,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.10179063621225368,4.136305933582967
267,Published Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.23653975457312093,3.8420841854200547
268,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.2803075042066346,4.084667527405312
269,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,no,0.0,0.09722115788073175,3.8658956704011644
270,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.20926421895227526,3.467468036496296
271,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.10991708424966731,4.218173575805168
272,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.11435153661088908,3.882539613188901
273,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.1390265760067022,3.3140960233335837
274,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.1867291581346035,4.192324222543306
275,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.1700106184954008,4.24607606169804
276,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.2513671239933482,4.0040908043778085
277,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.21524475444101848,3.4366298663166654
278,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.1271159806808977,3.834640662255591
279,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.10595249848659144,4.494245119268721
280,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.1504205687092438,3.3184694982286342
281,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.19313234097819926,4.11532831597362
282,Published Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.17883674757654494,3.9075952136447336
283,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.24698862873367416,4.001164134525623
284,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.1650345710961724,4.03461040598062
285,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.1526492940160899,3.6289712400158147
286,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.1933265506728502,4.199565490746414
287,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.10508347252088551,4.137445375371831
288,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.2928891316642239,4.049469155281541
289,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.09753741717997659,3.902880704571709
290,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.2850648174453288,3.9551091262353384
291,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.2488321791522496,4.155921147433906
292,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.16162447118756823,3.555043480214892
293,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Unknown,0.0,0.19547706572266538,3.690368643279833
294,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.13113896037516848,3.3488886266207176
295,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.2025164695734848,3.9341838331015597
296,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.19605246931124265,4.250565893668263
297,Published Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.11041509931843158,3.4965791997248665
298,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.18324391910246246,4.064068507284282
299,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2802324869004825,4.246334614031911
300,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.21115183214736624,3.7226516650311248
301,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.1768845769010469,4.76695970971703
302,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.15390304111715164,3.4550407792017515
303,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.10017131180494979,3.7825116059869552
304,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.1303746361156138,3.9620214211029157
305,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.18801938037876176,4.537138390086262
306,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.11362597625957696,4.980228292396195
307,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.14466329496454675,4.081081991811547
308,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.17608996326321746,3.443428142012833
309,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.1751533393718666,3.3118448908066456
310,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.24516096529292059,3.8107320340951665
311,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.1626137244986264,4.224241931809793
312,Published Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.11127587549460424,4.165458708233672
313,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.20212096415452968,3.6702978573986953
314,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.27718454631601014,3.6911955804231447
315,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.1662199469914721,4.332228181446254
316,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.14325376978934487,4.308568054087789
317,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.147193644400346,3.335692974395084
318,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.2164797970546332,3.3881057729402677
319,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.13142922578944585,3.2838615227759687
320,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.18879061370260392,3.6031837123827333
321,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.2479754299215497,4.473233241269434
322,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.23222669566296678,3.617014849291691
323,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.22459836613431322,3.2739788569316097
324,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.16064164832867217,3.880635810952734
325,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.1261914802786154,3.7696626770801207
326,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.18978421670527468,3.750939499762151
327,Published Self-RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.2552659358302857,3.5577962809222123
328,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.10723442404261563,3.5400383553032544
329,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.11083813123465755,3.268634133385678
330,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.18638277274013648,3.9359631516033176
331,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.16974751989796258,3.9263815041133325
332,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.11134620023469102,4.033101547832504
333,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.21900167768311474,3.9486256831922972
334,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.172896495316493,3.652674367401078
335,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.20686327426766082,3.444273334284727
336,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.18594674073018128,3.7231466194160756
337,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.22636749092972197,3.080427770858419
338,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.21700116681401288,3.9145144907333815
339,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.12617221533912773,3.2216742692648292
340,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.1861046218030183,3.8321894313524583
341,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.2924771162186795,3.776757274900912
342,Published Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.1969098003001915,3.661778844168179
343,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.10382842524013478,3.4279551749256023
344,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.29419720452937753,4.840218197235563
345,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.20054960705310915,3.624230167677822
346,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.1687795919371426,4.174284470900353
347,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,I dont know,0.0,0.1734833119046232,3.3376785244375933
348,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.23177954411191626,3.8896005525039485
349,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.25384538631273296,3.9422565945220143
350,Published Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.10918237085594351,3.392710382631752
351,Published Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.20759264248368048,3.5221571077849623
352,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.15282939477562277,3.770965652493943
353,Published Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.2706559324121078,3.555788087144429
354,Published Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,0.0,0.1123003974895768,3.7027558268973233
355,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.2793492910114241,3.8630525486177
356,Published Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.28953930153854895,3.7816255420178857
357,Published Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.12179033165431205,3.5530878846735234
358,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.1579163774831922,3.891217119402034
359,Published Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2246986526722639,3.8280391507616174
360,Published Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.2586369567629602,3.618251389854957
361,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.11469059301320436,4.1409313479165615
362,Published Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.19769769728456155,3.973186598590888
363,Published Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,no,0.0,0.16851953379640888,4.5062679559194905
364,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.2862338627192269,3.6079680925462907
365,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.8359128598779715
366,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.092579850272992
367,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.724230799709018
368,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.706253156373813
369,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.779429226832414
370,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.6045373430767
371,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.9320418863174877
372,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5760870552777737
373,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.704177462907809
374,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.8005096770979967
375,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.120709878754702
376,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.663807401271157
377,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.7625641870043434
378,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.095478237709015
379,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.044263998573795
380,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.5628122813068934
381,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.5203058204617363
382,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.780988355237589
383,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.35647069201194
384,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.4435787964275404
385,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.5003377394558965
386,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.709382223666409
387,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.660596591625249
388,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.7835377832980286
389,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.8790969034779645
390,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.44747114801549
391,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.8621242514708682
392,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.955150597203053
